DR_PROD_EUPX_20170802_7.csv;;;;;;;;;;;;;;;
kOSD;PROD;;;;;;;;;;;;;;
kSE;EUPX;;;;;;;;;;;;;;
DCW;2017-08-02 10:16:35;;;;;;;;;;;;;;
NR;1;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
PPE;Nr licznika;Kod OT;Taryfa;Strefa;Data od;Data do;Wskazanie poprzednie;Wskazanie biezace;Zuzycie brutto[kWh];Straty[kWh];Mnozna;Wersja danych;Status Odczytu;Status Rozliczenia;Rodzaj Odczytu
PROD_511000578213;32607814;0;C21;1;2017-07-01;2017-07-31;15323,743;16358,521;1035;0;1;1;Z;F;R
