DR_ENID_EUPX_20170301_2.csv;;;;;;;;;;;;;;;
kOSD;ENID;;;;;;;;;;;;;;
kSE;EUPX;;;;;;;;;;;;;;
DCW;2017-03-01 10:44:38;;;;;;;;;;;;;;
NR;1;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
PPE;Nr licznika;Kod OT;Taryfa;Strefa;Data od;Data do;Wskazanie poprzednie;Wskazanie biezace;Zuzycie brutto[kWh];Straty[kWh];Mnozna;Wersja danych;Status Odczytu;Status Rozliczenia;Rodzaj Odczytu
ENID_4081037150;97612694;0;C12A;2;;2017-01-06;;4088,732;;;40;1;S;F;N
ENID_4081037150;97612694;0;C12A;2;2017-01-06;2017-01-25;4088,732;4134,3;1822,581;0;40;1;S;F;R
ENID_4081037150;97612694;0;C12A;2;2017-01-26;2017-02-18;4134,3;4181,808;1900;0;40;1;S;F;R
ENID_4081037150;97612694;0;C12A;2;2017-02-20;2017-02-25;;4193,21;456;0;40;1;S;F;R
ENID_4081037150;97612694;0;C12A;3;;2017-01-06;;2947,543;;;40;1;S;F;N
ENID_4081037150;97612694;0;C12A;3;2017-01-06;2017-01-25;2947,543;3037,44;3595,484;0;40;1;S;F;R
ENID_4081037150;97612694;0;C12A;3;2017-01-26;2017-02-18;3037,44;3120,384;3317,742;0;40;1;S;F;R
ENID_4081037150;97612694;0;C12A;3;2017-02-20;2017-02-25;;3140,29;796,258;0;40;1;S;F;R
ENID_4081037151;97612689;0;C12A;2;;2017-01-06;;4223,693;;;30;1;S;F;N
ENID_4081037151;97612689;0;C12A;2;2017-01-06;2017-01-25;4223,693;4279,77;1682,581;0;30;1;S;F;R
ENID_4081037151;97612689;0;C12A;2;2017-01-26;2017-02-18;4279,77;4340,399;1818,548;0;30;1;S;F;R
ENID_4081037151;97612689;0;C12A;2;2017-02-20;2017-02-25;;4354,95;436,452;0;30;1;S;F;R
ENID_4081037151;97612689;0;C12A;3;;2017-01-06;;3276,75;;;30;1;S;F;N
ENID_4081037151;97612689;0;C12A;3;2017-01-06;2017-01-25;3276,75;3386,86;3303,226;0;30;1;S;F;R
ENID_4081037151;97612689;0;C12A;3;2017-01-26;2017-02-18;3386,86;3497,054;3305,645;0;30;1;S;F;R
ENID_4081037151;97612689;0;C12A;3;2017-02-20;2017-02-25;;3523,5;793,355;0;30;1;S;F;R
ENID_4081037152;97612688;0;C12A;2;;2017-01-06;;7009,84;;;30;1;S;F;N
ENID_4081037152;97612688;0;C12A;2;2017-01-06;2017-01-25;7009,84;7062,53;1580,645;0;30;1;S;F;R
ENID_4081037152;97612688;0;C12A;2;2017-01-26;2017-02-18;7062,53;7109,941;1422,581;0;30;1;S;F;R
ENID_4081037152;97612688;0;C12A;2;2017-02-20;2017-02-25;;7121,32;341,419;0;30;1;S;F;R
ENID_4081037152;97612688;0;C12A;3;;2017-01-06;;5025,452;;;30;1;S;F;N
ENID_4081037152;97612688;0;C12A;3;2017-01-06;2017-01-25;5025,452;5137,4;3358,065;0;30;1;S;F;R
ENID_4081037152;97612688;0;C12A;3;2017-01-26;2017-02-18;5137,4;5242,521;3154,032;0;30;1;S;F;R
ENID_4081037152;97612688;0;C12A;3;2017-02-20;2017-02-25;;5267,75;756,968;0;30;1;S;F;R
ENID_4081037153;97612698;0;C12A;2;;2017-01-06;;6205,948;;;20;1;S;F;N
ENID_4081037153;97612698;0;C12A;2;2017-01-06;2017-01-25;6205,948;6267,89;1238,71;0;20;1;S;F;R
ENID_4081037153;97612698;0;C12A;2;2017-01-26;2017-02-18;6267,89;6337,656;1395,161;0;20;1;S;O;R
ENID_4081037153;97612698;0;C12A;2;2017-02-20;2017-02-25;;6354,4;334,839;0;20;1;S;O;R
ENID_4081037153;97612698;0;C12A;3;;2017-01-06;;5244,292;;;20;1;S;F;N
ENID_4081037153;97612698;0;C12A;3;2017-01-06;2017-01-25;5244,292;5367,24;2458,71;0;20;1;S;F;R
ENID_4081037153;97612698;0;C12A;3;2017-01-26;2017-02-18;5367,24;5505,587;2766,935;0;20;1;S;O;R
ENID_4081037153;97612698;0;C12A;3;2017-02-20;2017-02-25;;5538,79;664,065;0;20;1;S;O;R
ENID_4081037154;97612699;0;C12A;2;;2017-01-06;;4640,127;;;30;1;S;F;N
ENID_4081037154;97612699;0;C12A;2;2017-01-06;2017-01-25;4640,127;4694,05;1617,419;0;30;1;S;F;R
ENID_4081037154;97612699;0;C12A;2;2017-01-26;2017-02-18;4694,05;4755,695;1849,194;0;30;1;S;F;R
ENID_4081037154;97612699;0;C12A;2;2017-02-20;2017-02-25;;4770,49;443,806;0;30;1;S;F;R
ENID_4081037154;97612699;0;C12A;3;;2017-01-06;;3841,801;;;30;1;S;F;N
ENID_4081037154;97612699;0;C12A;3;2017-01-06;2017-01-25;3841,801;3956,73;3447,742;0;30;1;S;F;R
ENID_4081037154;97612699;0;C12A;3;2017-01-26;2017-02-18;3956,73;4085,069;3850;0;30;1;S;F;R
ENID_4081037154;97612699;0;C12A;3;2017-02-20;2017-02-25;;4115,87;924;0;30;1;S;F;R
ENID_4081037155;97612691;0;C12A;2;;2017-01-06;;4103,555;;;40;1;S;F;N
ENID_4081037155;97612691;0;C12A;2;2017-01-06;2017-01-25;4103,555;4146,09;1701,29;0;40;1;S;F;R
ENID_4081037155;97612691;0;C12A;2;2017-01-26;2017-02-18;4146,09;4201,953;2234,677;0;40;1;S;F;R
ENID_4081037155;97612691;0;C12A;2;2017-02-20;2017-02-25;;4215,36;536,323;0;40;1;S;F;R
ENID_4081037155;97612691;0;C12A;3;;2017-01-06;;3096,914;;;40;1;S;F;N
ENID_4081037155;97612691;0;C12A;3;2017-01-06;2017-01-25;3096,914;3183,03;3444,516;0;40;1;S;F;R
