ENID_4081037147;30.09.2017;47146,92
ENID_4081037147;30.09.2017;9550,46
ENID_4081037148;30.09.2017;6908,74
ENID_4081037148;30.09.2017;1221,33
ENID_4081037149;30.09.2017;34235,16
ENID_4081037149;30.09.2017;6250,88
ENID_4081037157;30.09.2017;21441,28
ENID_4081037157;30.09.2017;3845,27
ENID_4081037158;30.09.2017;14921,35
ENID_4081037158;30.09.2017;2660,41
ENID_4081037159;30.09.2017;18015,14
ENID_4081037159;30.09.2017;4675,16
